"","Date","CharacterName","CharacterName1","CharacterName2","CharacterName3","Smiley","Rarity","MaxHP","Power","Damage_Range","Type","Target","L1","L2","L3","L4","L5","MAX","PowerName","AP","Color","Use","L1.AP","L2.AP","L3.AP","L4.AP","L5.AP","Tile_Convert_Active_Color","Tile_Convert_Source","Tile_Convert_Color","Tile_Charged_Color","Proc_On_Match","Proc_On_CD_Present","Proc_On_CD_Count","Proc_On_Damage","Proc_On_Ability_Use","Direct_Damage","Conditional_Damage","Possible_Damage","Defensive","Offensive","Team_Damage","Cheap","Moderately_Cheap","Moderately_Expensive","Expensive","Healing","Stun","Shake","Backfire","Convert_Tile_Color","Improve_Special_Tile","Manipulate_CD","Add_Strike_Tile","Add_Attack_Tile","Add_Protect_Tile","Add_Charged_Tile","Add_Critical_Tile","Add_Trap_Tile","Add_CD_Tile","Add_2_Turn_CD_Tile","Add_Web_Tile","Add_Locked_Tile","Add_Invis_Tile","Add_Special_Tile","Remove_Special_Tile","Steal_Special_Tile","Destroy_AP","Gain_AP","Steal_AP","Manipulate_AP"
"295","","Captain America (Modern)","Captain America","Modern","Captain America",":captainamerica:",2,5586,"Cap2_P2a","","damage","target",50,50,50,50,50,614,"Star Spangled Avenger",11,"red","active","4.54545454545455","4.54545454545455","4.54545454545455","4.54545454545455","4.54545454545455","","","","","","","","","","yes","no","yes","","yes","","","","yes","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"296","","Captain America (Modern)","Captain America","Modern","Captain America",":captainamerica:",2,5586,"Cap2_P2a","","cd",NA,NA,NA,NA,NA,NA,NA,"Star Spangled Avenger",11,"red","active","","","","","","","","","","","","yes","","","no","no","","","yes","","","","yes","yes","","","","","","","","","","","","","","yes","yes","","","","","","","","yes","","yes"
"297","","Captain America (Modern)","Captain America","Modern","Captain America",":captainamerica:",2,5586,"Cap2_P3","","cd",NA,NA,NA,NA,NA,NA,NA,"Peacemaker",12,"blue","active","","","","","","","","","","","","yes","","","no","no","","yes","yes","","","","","yes","","yes","","","","","","","","","","","","yes","yes","","","","","","","","yes","","yes"
"298","","Captain Marvel (Ms. Marvel)","Captain Marvel","Ms. Marvel","Captain Marvel",":msmarvel:",2,5586,"MsMarvel_P1","","damage","target",90,107,122,122,180,932,"Photonic Blasts",7,"red","active","12.8571428571429","15.2857142857143","17.4285714285714","17.4285714285714","25.7142857142857","","","","","","","","","","yes","no","yes","yes","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","yes","","","","",""
"299","","Captain Marvel (Ms. Marvel)","Captain Marvel","Ms. Marvel","Captain Marvel",":msmarvel:",2,5586,"MsMarvel_P2a","","damage","team",107,107,117,117,143,734,"Sonic Boom",9,"black","active","11.8888888888889","11.8888888888889","13","13","15.8888888888889","","","","","","","","","","yes","yes","yes","","yes","yes","","yes","","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"300","","Captain Marvel (Ms. Marvel)","Captain Marvel","Ms. Marvel","Captain Marvel",":msmarvel:",2,5586,"MsMarvel_P2b","","cd",NA,NA,NA,NA,NA,NA,NA,"Sonic Boom",9,"black","active","","","","","","","","","","","","yes","","","yes","yes","yes","","yes","","","yes","","","","","","yes","","","","","","","","","","yes","yes","","","","","","","","","",""
"301","","Captain Marvel (Ms. Marvel)","Captain Marvel","Ms. Marvel","Captain Marvel",":msmarvel:",2,5586,"MsMarvel_P2c","","damage","team",81,100,100,131,131,675,"Sonic Boom",9,"black","active","9","11.1111111111111","11.1111111111111","14.5555555555556","14.5555555555556","","","","","","","yes","","","yes","yes","yes","","yes","yes","","yes","","","","","","yes","","","","","","","","","","","yes","","","","","","","","","",""
"302","","Captain Marvel (Ms. Marvel)","Captain Marvel","Ms. Marvel","Captain Marvel",":msmarvel:",2,5586,"MsMarvel_P3","","convert",NA,5,6,7,8,9,9,"Strategic Command",8,"yellow","active","0.625","0.75","0.875","1","1.125","yellow","basic","tu","","","","","","","no","no","","","yes","","","yes","","","","","","","yes","","","","","","","","","","","","","","","","","","","",""
"303","","Daken (Dark Avengers Wolverine)","Daken","Dark Avengers Wolverine","Daken",":daken:",2,3920,"Daken2_P1","","heal","self",22.8,30.4,30.4,38,38,196,"Healing & Heat",0,"black","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","no","","yes","","","","","","","yes","","","yes","","","","","","","","","","","","","","","","","","","","",""
"304","","Daken (Dark Avengers Wolverine)","Daken","Dark Avengers Wolverine","Daken",":daken:",2,3920,"Daken2_P2","","strike",NA,5,6,7,8,9,46,"Pheromone Rage",0,"purple","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","yes","yes","","yes","","","","","","","","","","","","","yes","","","","","","","","","","","yes","","","","","",""
"305","","Daken (Dark Avengers Wolverine)","Daken","Dark Avengers Wolverine","Daken",":daken:",2,3920,"Daken2_P3_min","(min)","damage","target",100,100,100,100,100,515,"Chemical Reaction",5,"blue","active","20","20","20","20","20","","","","","","","","","","yes","yes","yes","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"306","","Daken (Dark Avengers Wolverine)","Daken","Dark Avengers Wolverine","Daken",":daken:",2,3920,"Daken2_P3_max","(max)","damage","target",200,208,274,262,316,2007,"Chemical Reaction",5,"blue","active","40","41.6","54.8","52.4","63.2","","","","","","","","","","yes","yes","yes","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"307","","Hawkeye (Modern)","Hawkeye","Modern","Hawkeye",":hawkeye:",2,4361,"Hawkeye2_P1","","cd",NA,NA,NA,NA,NA,NA,NA,"Electric Arrow",9,"blue","active","","","","","","","","","","","","yes","","","no","no","","yes","","","","yes","","","","","","","","","","","","","","","","yes","yes","","","","","","","yes","","","yes"
"308","","Hawkeye (Modern)","Hawkeye","Modern","Hawkeye",":hawkeye:",2,4361,"Hawkeye2_P2","","cd",NA,NA,NA,NA,NA,NA,NA,"Blast Arrow",9,"red","active","","","","","","","","","","","","yes","","","no","yes","yes","","yes","","","yes","","","","","","","","","","","","","","","","yes","yes","","","","","","","","","",""
"309","","Hawkeye (Modern)","Hawkeye","Modern","Hawkeye",":hawkeye:",2,4361,"Hawkeye2_P2","","damage","team",200,221,221,238,238,1335,"Blast Arrow",9,"red","active","22.2222222222222","24.5555555555556","24.5555555555556","26.4444444444444","26.4444444444444","","","","","","","yes","","","no","yes","yes","","yes","yes","","yes","","","","","","","","","","","","","","","","","yes","","","","","","","","","",""
"310","","Hawkeye (Modern)","Hawkeye","Modern","Hawkeye",":hawkeye:",2,4361,"Hawkeye2_P3","","cd",NA,NA,NA,NA,NA,NA,NA,"Speed Shot",0,"purple","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","yes","","","no","yes","yes","","yes","","","","","","","","","","","","","","","","","","","yes","yes","","","","","","","","","",""
"311","","Hawkeye (Modern)","Hawkeye","Modern","Hawkeye",":hawkeye:",2,4361,"Hawkeye2_P3","","damage","target",462,507,549,732,732,3788,"Speed Shot",0,"purple","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","yes","","","no","yes","yes","","yes","","","","","","","","","","","","","","","","","","","","yes","","","","","","","","","",""
"312","","Human Torch (Johnny Storm)","Human Torch","Johnny Storm","Human Torch",":humantorch:",2,4361,"Torch2_P1","","damage","target",177,196,214,249,320,1654,"Fireball",8,"red","active","22.125","24.5","26.75","31.125","40","","","","","","","","","","yes","no","yes","","yes","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","yes","","yes"
"313","","Human Torch (Johnny Storm)","Human Torch","Johnny Storm","Human Torch",":humantorch:",2,4361,"Torch2_P2","","attack",NA,112,136,152,176,96,880,"Inferno",10,"black","active","11.2","13.6","15.2","17.6","9.6","","","","","","","","","","no","yes","yes","","yes","","","","yes","","","","","","","","","","yes","","","","","","","","","","yes","","","","","",""
"314","","Human Torch (Johnny Storm)","Human Torch","Johnny Storm","Human Torch",":humantorch:",2,4361,"Torch2_P3","","cd",NA,NA,NA,NA,NA,NA,NA,"Flame Jet",5,"green","active","","","","","","","","","","","yes","","","","no","yes","yes","","yes","","yes","","","","","","","","","","","","","","","","","yes","yes","","","","","","","","","",""
"315","","Human Torch (Johnny Storm)","Human Torch","Johnny Storm","Human Torch",":humantorch:",2,4361,"Torch2_P3_min","(min)","damage","target",14,15,17,20,25,133,"Flame Jet",5,"green","active","2.8","3","3.4","4","5","","","","","","yes","","","","no","yes","yes","","yes","","yes","","","","","","","","","","","","","","","","","","yes","","","","","","","","","",""
"316","","Human Torch (Johnny Storm)","Human Torch","Johnny Storm","Human Torch",":humantorch:",2,4361,"Torch2_P3_max","(max)","damage","target",NA,NA,89,104,133,1199,"Flame Jet",5,"green","active","","","17.8","20.8","26.6","","","","","","yes","","","","no","yes","yes","","yes","","yes","","","","","","","","","","","","","","","","","","yes","","","","","","","","","",""
"317","","Magneto (Marvel NOW!)","Magneto","Marvel NOW!","Magneto",":magneto:",2,4998,"Magneto2_P1","","cd",NA,NA,NA,NA,NA,NA,NA,"Iron Hammer",13,"blue","active","","","","","","","","","","","","yes","","","no","yes","yes","","yes","","","","","yes","","","yes","","","","","","","","","","","yes","yes","","","","","","","","","",""
"318","","Magneto (Marvel NOW!)","Magneto","Marvel NOW!","Magneto",":magneto:",2,4998,"Magneto2_P2","","convert",NA,NA,NA,NA,NA,8,8,"Polarity Shift",9,"purple","active","","","","","0.888888888888889","purple","basic","blue,red","","","","","","","no","yes","yes","","yes","","","yes","","","","","","","yes","","","","","","","","","","","","","","","","","","","",""
"319","","Magneto (Marvel NOW!)","Magneto","Marvel NOW!","Magneto",":magneto:",2,4998,"Magneto2_P3","","cd",NA,NA,NA,NA,NA,NA,NA,"Magnetic Flux",14,"red","active","","","","","","","","","","","","yes","","","no","yes","yes","","yes","","","","","yes","","","yes","","","","","","","","","","","yes","yes","","","","","","","","yes","","yes"
"320","","Magneto (Marvel NOW!)","Magneto","Marvel NOW!","Magneto",":magneto:",2,4998,"Magneto2_P3","","damage","target",347,361,378,396,413,2131,"Magnetic Flux",14,"red","active","24.7857142857143","25.7857142857143","27","28.2857142857143","29.5","","","","","","","yes","","","no","yes","yes","","yes","","","","","yes","","","yes","","","","","","","","","","","","yes","","","","","","","","yes","","yes"
"321","","Moonstone (Dark Avengers Ms. Marvel)","Moonstone","Dark Avengers Ms. Marvel","Moonstone",":moonstone:",2,5586,"Moonstone_P1","","damage","target",75,86,98,109,120,1069,"Gravity Warp",8,"purple","active","9.375","10.75","12.25","13.625","15","","","","","","","","","","no","yes","yes","","yes","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"322","","Moonstone (Dark Avengers Ms. Marvel)","Moonstone","Dark Avengers Ms. Marvel","Moonstone",":moonstone:",2,5586,"Moonstone_P2_min","(min)","damage","target",25,25,25,25,25,392,"Photon Blast",11,"red","active","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","","","","","","","","","","yes","yes","yes","","yes","","","","yes","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"323","","Moonstone (Dark Avengers Ms. Marvel)","Moonstone","Dark Avengers Ms. Marvel","Moonstone",":moonstone:",2,5586,"Moonstone_P2_max","(max)","damage","target",38,39,41,43,48,592,"Photon Blast",11,"red","active","3.45454545454545","3.54545454545455","3.72727272727273","3.90909090909091","4.36363636363636","","","","","","","","","","yes","yes","yes","","yes","","","","yes","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"324","","Moonstone (Dark Avengers Ms. Marvel)","Moonstone","Dark Avengers Ms. Marvel","Moonstone",":moonstone:",2,5586,"Moonstone_P3","",NA,NA,NA,NA,NA,NA,NA,NA,"Control Shift",9,"black","active","","","","","","","","","","","","","","","no","yes","yes","yes","yes","","","yes","","","","","","","","","","","","","","","","","","","","","","","yes","","","",""
"325","","Spider-Man (Bag-Man)","Spider-Man","Bag-Man","Spider-Man",":spiderman:",2,4998,"SpiderMan2_P1","",NA,NA,NA,NA,NA,NA,NA,NA,"Switcheroo",13,"purple","active","","","","","","","","","","","","","","","no","no","","","","","","","","yes","","","","","","","","","","","","","","","","yes","","","","","","","","",""
"326","","Spider-Man (Bag-Man)","Spider-Man","Bag-Man","Spider-Man",":spiderman:",2,4998,"SpiderMan2_P2","",NA,NA,NA,NA,NA,NA,NA,NA,"Web-Slinger",9,"blue","active","","","","","","","","","","","","","","","no","no","","","","","","yes","","","","","","","","","","","","","","","","","","","yes","","","","","","","",""
"327","","Spider-Man (Bag-Man)","Spider-Man","Bag-Man","Spider-Man",":spiderman:",2,4998,"SpiderMan2_P3","",NA,NA,NA,NA,NA,NA,NA,NA,"Snarky Remark",7,"yellow","active","","","","","","","","","","","","","","","no","no","","","","","yes","","","","","","","","","","yes","","","","","","","","","","","","","","","","","",""
"328","","Storm (Classic)","Storm","Classic","Storm",":storm:",2,2940,"Storm2_P1","","AP",NA,NA,NA,NA,NA,NA,NA,"Lightning Storm",12,"green","active","","","","","","","","","","","","","","","yes","no","yes","","yes","","","","","yes","","","yes","","","","","","","","","","","","","","","","","","","","yes","","yes"
"329","","Storm (Classic)","Storm","Classic","Storm",":storm:",2,2940,"Storm2_P2","","damage","team",125,156,156,168,168,1838,"Wind Storm",11,"blue","active","11.3636363636364","14.1818181818182","14.1818181818182","15.2727272727273","15.2727272727273","","","","","","","","","","yes","no","yes","yes","yes","yes","","","yes","yes","","yes","","","","","","","","","","","","","","","","","","","","","","",""
"330","","Storm (Classic)","Storm","Classic","Storm",":storm:",2,2940,"Storm2_P3_min","(min)","damage","team",19,23,27,30,34,NA,"Raging Tempest",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","yes","","yes","yes","yes","","yes","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"331","","Storm (Classic)","Storm","Classic","Storm",":storm:",2,2940,"Storm2_P3_max","(max)","damage","team",125,150,175,200,225,NA,"Raging Tempest",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","yes","","yes","yes","yes","","yes","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"332","","Thor (Marvel NOW!)","Thor","Marvel NOW!","Thor",":thor:",2,5880,"Thor2_P1a","","damage","target",44,62,79,97,114,1115,"Mjolnir's Might",8,"red","active","5.5","7.75","9.875","12.125","14.25","red","basic","yellow","","","","","","","yes","no","yes","","yes","","","yes","","","","","","","yes","","","","","","","","","","","","","","","","","","","",""
"333","","Thor (Marvel NOW!)","Thor","Marvel NOW!","Thor",":thor:",2,5880,"Thor2_P1b","","convert",NA,3,3,3,3,3,3,"Mjolnir's Might",8,"red","active","0.5","0.625","0.75","0.875","1.125","red","basic","yellow","","","","","","","","no","","","yes","","","yes","","","","","","","yes","","","","","","","","","","","","","","","","","","","",""
"334","","Thor (Marvel NOW!)","Thor","Marvel NOW!","Thor",":thor:",2,5880,"Thor2_P2a","","damage","target",81,81,81,81,81,796,"Thunder Strike",12,"yellow","active","6.75","6.75","6.75","6.75","6.75","yellow","basic","green","","","","","","","yes","no","yes","","yes","","","","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","",""
"335","","Thor (Marvel NOW!)","Thor","Marvel NOW!","Thor",":thor:",2,5880,"Thor2_P2b","","convert",NA,4,5,6,7,9,9,"Thunder Strike",12,"yellow","active","#REF!","#REF!","#REF!","#REF!","#REF!","yellow","basic","green","","","","","","","","no","","","yes","","","","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","",""
"336","","Thor (Marvel NOW!)","Thor","Marvel NOW!","Thor",":thor:",2,5880,"Thor2_P3a","","damage","target",125,150,175,200,225,2205,"Call The Storm",14,"green","active","8.92857142857143","10.7142857142857","12.5","14.2857142857143","16.0714285714286","","","","","","","","","","yes","no","yes","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"337","","Thor (Marvel NOW!)","Thor","Marvel NOW!","Thor",":thor:",2,5880,"Thor2_P3b","","damage","team",62.5,75,87.5,100,112.5,1102.5,"Call The Storm",14,"green","active","4.46428571428571","5.35714285714286","6.25","7.14285714285714","8.03571428571429","","","","","","","","","","yes","no","yes","","yes","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"338","","Wolverine (Astonishing X-Men)","Wolverine","Astonishing X-Men","Wolverine",":wolverine:",2,4998,"Wolverine2_P1","","damage","target",33,46,46,56,56,520,"Feral Claws",6,"green","active","5.5","7.66666666666667","7.66666666666667","9.33333333333333","9.33333333333333","","","","","","","","","","yes","no","yes","","yes","","yes","","","","","","","","","","","yes","","","","","","","","","","","yes","","","","","",""
"339","","Wolverine (Astonishing X-Men)","Wolverine","Astonishing X-Men","Wolverine",":wolverine:",2,4998,"Wolverine2_P2","","damage","target",180,216,252,288,324,2884,"Adamantium Slash",12,"red","active","15","18","21","24","27","","","","","","","","","","yes","no","yes","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"340","","Wolverine (Astonishing X-Men)","Wolverine","Astonishing X-Men","Wolverine",":wolverine:",2,4998,"Wolverine2_P3","","heal","self",35,42,49,56,63,562,"Healing Factor",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","","","","","","","","","","no","no","","yes","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","",""
"341","","Black Widow (Modern)","Black Widow","Modern","Black Widow",":blackwidow:",1,1540,"BW1_P1","","AP",NA,NA,NA,NA,NA,NA,NA,"Aggressive Recon",10,"purple","active","","","","","","","","","","","","","","","no","no","","yes","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","","","yes","yes","yes","yes"
"342","","Black Widow (Modern)","Black Widow","Modern","Black Widow",":blackwidow:",1,1540,"BW1_P2","",NA,NA,NA,NA,NA,NA,NA,NA,"Widow's Sting",9,"blue","active","","","","","","","","","","","","","","","no","no","","yes","","","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","","",""
"343","","Hawkeye (Classic)","Hawkeye","Classic","Hawkeye",":hawkeye:",1,1320,"Hawkeye1_P1","",NA,NA,NA,NA,NA,NA,NA,NA,"Take Aim",8,"purple","active","","","","","","","","","","","","","","","no","no","","","yes","","","yes","","","","","","","","","","","","","","yes","","","","","","","","","","","","",""
"344","","Hawkeye (Classic)","Hawkeye","Classic","Hawkeye",":hawkeye:",1,1320,"Hawkeye1_P2","",NA,NA,NA,NA,NA,NA,NA,NA,"Arrow Stab",11,"red","active","","","","","","","","","","","","","","","no","no","","","","","","","yes","yes","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"345","","Iron Man (Model 35)","Iron Man","Model 35","Iron Man",":ironman:",1,2700,"IronMan1_P1","","damage","target",63,66,69,76,88,945,"Repulsor Blast",10,"red","active","6.3","6.6","6.9","7.6","8.8","","","","","","","","","","yes","no","yes","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"346","","Iron Man (Model 35)","Iron Man","Model 35","Iron Man",":ironman:",1,2700,"IronMan1_P2a","","damage","target",25,28,30,30,30,324,"Armored Assault",8,"yellow","active","3.125","3.5","3.75","3.75","3.75","","","","","","","","","","yes","no","yes","","yes","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"347","","Iron Man (Model 35)","Iron Man","Model 35","Iron Man",":ironman:",1,2700,"IronMan1_P2b","","protect",NA,8,8,8,12,16,484,"Armored Assault",8,"yellow","active","1","1","1","1.5","2","","","","","","","","","","no","yes","yes","yes","yes","","","yes","","","","","","","","","","","","yes","","","","","","","","","yes","","","","","",""
"348","","Iron Man (Model 35)","Iron Man","Model 35","Iron Man",":ironman:",1,2700,"IronMan1_P3","","damage","target",125,131,138,138,138,1485,"Ultra-Freon Beam",19,"blue","active","6.57894736842105","6.89473684210526","7.26315789473684","7.26315789473684","7.26315789473684","","","","","","","","","","yes","no","yes","yes","yes","","","","","yes","","yes","","","","","","","","","","","","","","","","","","","","","","",""
"349","","Juggernaut (Classic)","Juggernaut","Classic","Juggernaut",":juggernaut:",1,3520,"Jugg_P1","","damage","target",NA,NA,NA,NA,NA,NA,"Unstoppable Crash",10,"green","active","","","","","","","","","","","","","","","yes","no","yes","","yes","","","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"350","","Juggernaut (Classic)","Juggernaut","Classic","Juggernaut",":juggernaut:",1,3520,"Jugg_P2","","damage","target",125,125,125,125,125,1100,"Headbutt",10,"red","active","12.5","12.5","12.5","12.5","12.5","","","","","","","","","","yes","no","yes","","yes","","","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"351","","Spider-Man (Original)","Spider-Man","Original","Spider-Man",":spiderman:",1,2754,"SpiderMan1_P1_min","(min)","damage","target",41,41,44,44,44,480,"Web Swing",9,"red","active","4.55555555555556","4.55555555555556","4.88888888888889","4.88888888888889","4.88888888888889","","","","","","","","","","yes","yes","yes","","yes","","","yes","","","","","","","","","","","","","","","","","","yes","","","","","","","","",""
"352","","Spider-Man (Original)","Spider-Man","Original","Spider-Man",":spiderman:",1,2754,"SpiderMan1_P1_max","(max)","damage","target",41,54,57,66,75,804,"Web Swing",9,"red","active","4.55555555555556","6","6.33333333333333","7.33333333333333","8.33333333333333","","","","","","","","","","yes","yes","yes","","yes","","","yes","","","","","","","","","","","","","","","","","","yes","","","","","","","","",""
"353","","Spider-Man (Original)","Spider-Man","Original","Spider-Man",":spiderman:",1,2754,"SpiderMan1_P2","",NA,NA,NA,NA,NA,NA,NA,NA,"All Tied Up",8,"blue","active","","","","","","","","","","","","","","","no","no","","","","","","yes","","","","","","","","","","","","","","","","","","yes","","","","","","","","",""
"354","","Spider-Man (Original)","Spider-Man","Original","Spider-Man",":spiderman:",1,2754,"SpiderMan1_P3","",NA,NA,NA,NA,NA,NA,NA,NA,"Spectacular Strategy",8,"purple","active","","","","","","","","","","","","","","","no","no","","","yes","","","yes","","","","","","","","","","","","","","yes","","","","yes","","","","","","","","",""
"355","","Storm (Modern)","Storm","Modern","Storm",":storm:",1,1620,"Storm1_P1","","damage","target",NA,NA,NA,NA,NA,NA,"Lightning Strike",10,"green","active","","","","","","","","","","","","","","","yes","no","yes","","yes","","","","yes","","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"356","","Storm (Modern)","Storm","Modern","Storm",":storm:",1,1620,"Storm1_P2","","damage","target",20,20,25,25,30,366,"Mistress of the Elements",9,"yellow","active","2.22222222222222","2.22222222222222","2.77777777777778","2.77777777777778","3.33333333333333","","","","","","","","","","yes","yes","yes","","yes","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"357","","Storm (Modern)","Storm","Modern","Storm",":storm:",1,1620,"Storm1_P3","","attack",NA,NA,NA,NA,NA,NA,224,"Hailstorm",9,"black","active","","","","","","","","","","","","","","","no","yes","yes","","yes","","","yes","","","","","","","","","","","yes","","","","","","","","","","yes","","","","","",""
"358","","Venom (Dark Avengers Spider-Man)","Venom","Dark Avengers Spider-Man","Venom",":venom:",1,2640,"Venom_P1","","damage","target",31,47,62,78,93,759,"Devour",12,"black","active","2.58333333333333","3.91666666666667","5.16666666666667","6.5","7.75","","","","","","","","","","yes","yes","yes","","yes","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"359","","Venom (Dark Avengers Spider-Man)","Venom","Dark Avengers Spider-Man","Venom",":venom:",1,2640,"Venom_P2","",NA,NA,NA,NA,NA,NA,NA,NA,"Symbiote Snare",7,"purple","active","","","","","","","","","","","","","","","no","no","","yes","","","yes","","","","","yes","","","","","","","","","","","","","","yes","","","","","","","","",""
"360","","Yelena Belova (Dark Avengers Widow)","Yelena Belova","Dark Avengers Widow","Yelena Belova",":yelena:",1,1540,"Yelana_P1","","AP",NA,NA,NA,NA,NA,NA,NA,"Lethal Recon",13,"purple","active","","","","","","","","","","","","","","","no","no","","yes","yes","","","","","yes","","","","","","","","","","","","","","","","","","","","","","yes","yes","yes","yes"
"361","","Yelena Belova (Dark Avengers Widow)","Yelena Belova","Dark Avengers Widow","Yelena Belova",":yelena:",1,1540,"Yelana_P2","","damage","target",31,34,37,40,40,358,"Payback Mission",13,"black","active","2.38461538461538","2.61538461538462","2.84615384615385","3.07692307692308","3.07692307692308","","","","","","","","","","yes","no","yes","yes","yes","","","","","yes","","","","","","","","","","","","yes","","","","","","","","yes","","","","",""
"362","","The Hulk (Totally Awesome)","The Hulk","Totally Awesome","The Hulk",":hulkcho:",4,18442,"AwesomeHulk_P1_min","(min)","damage","target",73,365,639,1195,2071,4114,"Mastermind Excello",12,"green","active","6.08333333333333","30.4166666666667","53.25","99.5833333333333","172.583333333333","","","","","","","","","","yes","no","yes","","yes","","","","","yes","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"363","","The Hulk (Totally Awesome)","The Hulk","Totally Awesome","The Hulk",":hulkcho:",4,18442,"AwesomeHulk_P1_max","(max)","damage","target",883,1295,1779,2665,6481,12934,"Mastermind Excello",12,"green","active","73.5833333333333","107.916666666667","148.25","222.083333333333","540.083333333333","","","","","","","","","","yes","no","yes","","yes","","","","","yes","","","yes","","","","","","","","","","","","","","","","","","","","","",""
"364","","The Hulk (Totally Awesome)","The Hulk","Totally Awesome","The Hulk",":hulkcho:",4,18442,"AwesomeHulk_P2a","","cd",NA,NA,NA,NA,NA,NA,NA,"See the Math of It",7,"blue","active","","","","","","","","","blue","","","yes","","","no","yes","yes","","yes","","yes","","","","","","yes","","","","","","","","yes","","","yes","yes","","","","","","","","yes","","yes"
"365","","The Hulk (Totally Awesome)","The Hulk","Totally Awesome","The Hulk",":hulkcho:",4,18442,"AwesomeHulk_P3","","heal","self",462,540,618,774,1086,2151,"Hot Dog Stand",5,"black","active","92.4","108","123.6","154.8","217.2","black","basic","blue","","","","","","","no","no","","yes","yes","","yes","","","","yes","","","","yes","","","","","","","","","","","","","","","","","","","",""
"366","","The Hulk (Totally Awesome)","The Hulk","Totally Awesome","The Hulk",":hulkcho:",4,18442,"AwesomeHulk_P3","","convert",NA,3,3,3,3,3,3,"Hot Dog Stand",5,"black","active","0.6","0.6","0.6","0.6","0.6","black","basic","blue","","","","","","","no","no","","","yes","","yes","","","","","","","","yes","","","","","","","","","","","","","","","","","","","",""
