"","Date","CharacterName","CharacterName1","CharacterName2","CharacterName3","Smiley","Rarity","MaxHP","Power","Damage_Range","Type","Target","L1","L2","L3","L4","L5","MAX","PowerName","AP","Color","Use","L1.AP","L2.AP","L3.AP","L4.AP","L5.AP","MAX.AP","Tile_Convert_Active_Color","Tile_Convert_Source","Tile_Convert_Color","Tile_Charged_Color","Match_Proc","CD_Present_Proc","CD_Resolve_Proc","Damage_Taken_Proc","Ability_Use_Proc","Direct_Damage","Possible_Damage","Conditional_Damage","Defensive","Offensive","Team_Damage","Cheap","Moderately_Cheap","Moderately_Expensive","Expensive","Healing","Stun","Shake","Swap","Backfire","Convert_Tile_Color","Improve_Special_Tile","Manipulate_CD","Add_Strike_Tile","Add_Attack_Tile","Add_Protect_Tile","Add_Charged_Tile","Add_Critical_Tile","Add_Trap_Tile","Add_CD_Tile","Add_2_Turn_CD_Tile","Add_Web_Tile","Add_Locked_Tile","Add_Invis_Tile","Add_Special_Tile","Remove_Special_Tile","Steal_Special_Tile","Destroy_AP","Gain_AP","Steal_AP","Manipulate_AP"
"273",,"Scarlet Witch (Wanda Maximoff)","Scarlet Witch","Wanda Maximoff","Scarlet Witch"," :scarletwitch:",3,8670,"SW_P3","","convert","tile","2","3","4","4","5","5","Arcane Incantation",0,"blue","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,"yes",,,"no","","","","yes","","","","","","","","yes","",,"yes","",,"","","","","",,"","yes","","",,"",,,,,,""
"274",,"Sentry (Dark Avengers)","Sentry","Dark Avengers","Sentry",":sentry:",3,10710,"Sentry_P1_min","(min)","damage","team","329","355","378","428","494","1565","Supernova",11,"red","active","29.9090909090909","32.2727272727273","34.3636363636364","38.9090909090909","44.9090909090909","142.272727272727",,,,,,,,,,"yes","yes","yes","","yes","yes","","","yes","yes","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"275",,"Sentry (Dark Avengers)","Sentry","Dark Avengers","Sentry",":sentry:",3,10710,"Sentry_P1_min","(min)","damage","allies","0","0","0","0","0","0","Supernova",11,"red","active","0","0","0","0","0","0",,,,,,,,,,"yes","yes","yes","","yes","","","","yes","yes","","","yes","","yes","","",,"","","","","",,"","","","",,"",,,,,,""
"276",,"Sentry (Dark Avengers)","Sentry","Dark Avengers","Sentry",":sentry:",3,10710,"Sentry_P1_max","(max)","damage","team","657","683","788","1002","1232","3914","Supernova",11,"red","active","59.7272727272727","62.0909090909091","71.6363636363636","91.0909090909091","112","355.818181818182",,,,,,,,,,"yes","yes","yes","","yes","yes","","","yes","yes","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"277",,"Sentry (Dark Avengers)","Sentry","Dark Avengers","Sentry",":sentry:",3,10710,"Sentry_P1_max","(max)","damage","allies","328","264","462","462","387","1233","Supernova",11,"red","active","29.8181818181818","24","42","42","35.1818181818182","112.090909090909",,,,,,,,,,"yes","yes","yes","","yes","","","","yes","yes","","","yes","","yes","","",,"","","","","",,"","","","",,"",,,,,,""
"278",,"Sentry (Dark Avengers)","Sentry","Dark Avengers","Sentry",":sentry:",3,10710,"Sentry_P2","","cd","tile","8","10","10","12","16","16","World Rupture",12,"green","active","0.666666666666667","0.833333333333333","0.833333333333333","1","1.33333333333333","1.33333333333333",,,,,,,"yes",,,"no","","","","","","","","","yes","","","yes","",,"","",,"","","","","",,"yes","yes","","",,"",,,,,,""
"279",,"Sentry (Dark Avengers)","Sentry","Dark Avengers","Sentry",":sentry:",3,10710,"Sentry_P2","","damage","team","352","440","500","624","928","2944","World Rupture",12,"green","active","29.3333333333333","36.6666666666667","41.6666666666667","52","77.3333333333333","245.333333333333",,,,,,,"yes",,,"no","","","","","yes","","","","yes","","","yes","",,"","",,"","","","","",,"","yes","","",,"",,,,,,""
"280",,"Sentry (Dark Avengers)","Sentry","Dark Avengers","Sentry",":sentry:",3,10710,"Sentry_P2","","damage","allies","216","270","230","240","320","1024","World Rupture",12,"green","active","18","22.5","19.1666666666667","20","26.6666666666667","85.3333333333333",,,,,,,"yes",,,"no","","","","","","","","","yes","","","yes","","yes","","",,"","","","","",,"","yes","","",,"",,,,,,""
"281",,"Sentry (Dark Avengers)","Sentry","Dark Avengers","Sentry",":sentry:",3,10710,"Sentry_P3","","strike","tile","104","114","114","139","180","571","Sacrifice",8,"yellow","active","13","14.25","14.25","17.375","22.5","71.375",,,,,,,,,,"no","","","","yes","","","yes","","","","","no","",,"","",,"yes","","","","",,"","","","",,"yes",,,,,,""
"282",,"Sentry (Dark Avengers)","Sentry","Dark Avengers","Sentry",":sentry:",3,10710,"Sentry_P3","","damage","self","646","646","543","139","139","1724","Sacrifice",8,"yellow","active","80.75","80.75","67.875","17.375","17.375","215.5",,,,,,,,,,"no","","","","","","","yes","","","","","no","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"283",,"She-Hulk (Modern)","She-Hulk","Modern","She-Hulk",":shehulk:",3,10710,"SheHulk_P1","","steal_special","tile","1","1","1","2","2","2","Settlement",9,"blue","active","0.111111111111111","0.111111111111111","0.111111111111111","0.222222222222222","0.222222222222222","0.222222222222222",,,,,,,,,,"no","","","yes","yes","","","yes","","","","",,"",,"","",,"","","","","",,"","","","",,"",,"yes",,,,""
"284",,"She-Hulk (Modern)","She-Hulk","Modern","She-Hulk",":shehulk:",3,10710,"SheHulk_P1","","improve","tile","27","32","38","76","118","382","Settlement",9,"blue","active","3","3.55555555555556","4.22222222222222","8.44444444444444","13.1111111111111","42.4444444444444",,,,,,,,,,"no","","","yes","yes","","","yes","","","","",,"",,"","yes",,"","","","","",,"","","","",,"",,"yes",,,,""
"285",,"She-Hulk (Modern)","She-Hulk","Modern","She-Hulk",":shehulk:",3,10710,"SheHulk_P2","","AP","NA","NA","NA","NA","NA","NA","NA","Furious Charge ",6,"green","active","","","","","","",,,,,,,,,,"no","","","yes","","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,"yes",,,"yes"
"286",,"She-Hulk (Modern)","She-Hulk","Modern","She-Hulk",":shehulk:",3,10710,"SheHulk_P3","","damage","team","83","120","120","172","224","1401","Power Of Attorney",9,"red","active","9.22222222222222","13.3333333333333","13.3333333333333","19.1111111111111","24.8888888888889","155.666666666667",,,,,,,,,,"yes","yes","","","yes","yes","","yes","","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"287",,"Spider-Man (Classic)","Spider-Man","Classic","Spider-Man",":spiderman:",3,8670,"SpiderMan3_P1","","heal","team","142","199","256","312","369","2314","Web Bandages",12,"yellow","active","11.8333333333333","16.5833333333333","21.3333333333333","26","30.75","192.833333333333",,,,,,,,,,"no","","","yes","","","","","","yes","yes","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"288",,"Spider-Man (Classic)","Spider-Man","Classic","Spider-Man",":spiderman:",3,8670,"SpiderMan3_P2_min","(min)","stun","target","1","1","1","1","1","1","All Tied Up",5,"blue","active","0.2","0.2","0.2","0.2","0.2","0.2",,,,,,,,,,"no","","","yes","","","yes","","","","","yes",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"289",,"Spider-Man (Classic)","Spider-Man","Classic","Spider-Man",":spiderman:",3,8670,"SpiderMan3_P2_max","(max)","stun","target","1","2","2","2","3","3","All Tied Up",5,"blue","active","0.2","0.4","0.4","0.4","0.6","0.6",,,,,,,,,,"no","","","yes","","","yes","","","","","yes",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"290",,"Spider-Man (Classic)","Spider-Man","Classic","Spider-Man",":spiderman:",3,8670,"SpiderMan3_P2","","add_web","tile","1","1","1","1","1","1","All Tied Up",5,"blue","active","0.2","0.2","0.2","0.2","0.2","0.2",,,,,,,,,,"no","","","","","","yes","","","","","",,"",,"","",,"","","","","",,"","","yes","",,"",,,,,,""
"291",,"Spider-Man (Classic)","Spider-Man","Classic","Spider-Man",":spiderman:",3,8670,"SpiderMan3_P3_min","(min)","protect","tile","16","16","27","27","38","122","Spider-Sense",0,"purple","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","yes","","","","","","","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"292",,"Spider-Man (Classic)","Spider-Man","Classic","Spider-Man",":spiderman:",3,8670,"SpiderMan3_P3_max","(max)","protect","tile","49","49","60","60","71","226","Spider-Sense",0,"purple","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","yes","","","","","","","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"293",,"Squirrel Girl (Unbeatable)","Squirrel Girl","Unbeatable","Squirrel Girl",":squirrelgirl:",3,8670,"SquirrelGirl_P1_min","(min)","protect","tile","66","84","84","84","84","352","The Bigger They Are",9,"yellow","active","7.33333333333333","9.33333333333333","9.33333333333333","9.33333333333333","9.33333333333333","39.1111111111111",,,,,,,,,,"no","","","yes","","","","yes","","","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"294",,"Squirrel Girl (Unbeatable)","Squirrel Girl","Unbeatable","Squirrel Girl",":squirrelgirl:",3,8670,"SquirrelGirl_P1_max","(max)","protect","tile","99","117","132","165","183","764","The Bigger They Are",9,"yellow","active","11","13","14.6666666666667","18.3333333333333","20.3333333333333","84.8888888888889",,,,,,,,,,"no","","","yes","","","","yes","","","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"295",,"Squirrel Girl (Unbeatable)","Squirrel Girl","Unbeatable","Squirrel Girl",":squirrelgirl:",3,8670,"SquirrelGirl_P2_min","(min)","damage","target","329","433","433","653","762","2416","Nuts From Above",9,"purple","active","36.5555555555556","48.1111111111111","48.1111111111111","72.5555555555556","84.6666666666667","268.444444444444",,,,,,,,,,"yes","yes","yes","","yes","","","yes","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"296",,"Squirrel Girl (Unbeatable)","Squirrel Girl","Unbeatable","Squirrel Girl",":squirrelgirl:",3,8670,"SquirrelGirl_P2_max","(max)","damage","target","769","873","1097","1317","2130","6728","Nuts From Above",9,"purple","active","85.4444444444444","97","121.888888888889","146.333333333333","236.666666666667","747.555555555556",,,,,,,,,,"yes","yes","yes","","yes","","","yes","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"297",,"Squirrel Girl (Unbeatable)","Squirrel Girl","Unbeatable","Squirrel Girl",":squirrelgirl:",3,8670,"SquirrelGirl_P3","","cd","tile","3","3","3","3","4","4","Furry Friends",11,"green","active","0.272727272727273","0.272727272727273","0.272727272727273","0.272727272727273","0.363636363636364","0.363636363636364",,,,,,"yes","yes",,,"no","","","","yes","","","","yes","yes","","","yes","",,"","",,"","","","","",,"yes","yes","","",,"",,,,"yes",,"yes"
"298",,"Squirrel Girl (Unbeatable)","Squirrel Girl","Unbeatable","Squirrel Girl",":squirrelgirl:",3,8670,"SquirrelGirl_P3_min","(min)","damage","target","137","219","290","444","499","1583","Furry Friends",11,"green","active","12.4545454545455","19.9090909090909","26.3636363636364","40.3636363636364","45.3636363636364","143.909090909091",,,,,,"yes","yes",,,"no","yes","yes","","yes","","","","yes","yes","","","yes","",,"","",,"","","","","",,"","yes","","",,"",,,,"yes",,"yes"
"299",,"Squirrel Girl (Unbeatable)","Squirrel Girl","Unbeatable","Squirrel Girl",":squirrelgirl:",3,8670,"SquirrelGirl_P3_max","(max)","damage","target","411","657","870","1332","1996","6332","Furry Friends",11,"green","active","37.3636363636364","59.7272727272727","79.0909090909091","121.090909090909","181.454545454545","575.636363636364",,,,,,"yes","yes",,,"no","yes","yes","","yes","","","","yes","yes","","","yes","",,"","",,"","","","","",,"","yes","","",,"",,,,"yes",,"yes"
"300",,"Storm (Mohawk)","Storm","Mohawk","Storm",":storm:",3,7565,"Storm3_P1","","damage","target","NA","NA","NA","NA","NA","NA","Lightning Strike",10,"green","active","","","","","","",,,,,,,,,,"no","","","","yes","","","","yes","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,"yes",,"yes"
"301",,"Storm (Mohawk)","Storm","Mohawk","Storm",":storm:",3,7565,"Storm3_P1","","destroy_tile","tile","8","9","10","12","14","14","Lightning Strike",10,"green","active","0.8","0.9","1","1.2","1.4","1.4",,,,,,,,,,"no","","","","yes","","","","yes","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,"yes",,"yes"
"302",,"Storm (Mohawk)","Storm","Mohawk","Storm",":storm:",3,7565,"Storm3_P2","","damage","target","190","230","265","340","476","1540","Mistress of the Elements",9,"yellow","active","21.1111111111111","25.5555555555556","29.4444444444444","37.7777777777778","52.8888888888889","171.111111111111",,,,,,,,,,"yes","yes","","","yes","","","yes","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"303",,"Storm (Mohawk)","Storm","Mohawk","Storm",":storm:",3,7565,"Storm3_P3","","attack","tile","160","200","240","300","416","1248","Hailstorm",9,"black","active","17.7777777777778","22.2222222222222","26.6666666666667","33.3333333333333","46.2222222222222","138.666666666667",,,,,,,,,,"no","yes","","","yes","","","yes","","","","",,"",,"","",,"","yes","","","",,"","","","",,"yes",,,,,,""
"304",,"The Hood (Classic)","The Hood","Classic","The Hood",":hood:",3,5100,"Hood_P1","","damage","target","198","378","576","972","1800","2853","Twin Pistols",15,"yellow","active","13.2","25.2","38.4","64.8","120","190.2",,,,,,,,,,"yes","yes","","","yes","","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"305",,"The Hood (Classic)","The Hood","Classic","The Hood",":hood:",3,5100,"Hood_P2","","AP","NA","NA","NA","NA","NA","NA","NA","Dormammu's Aid",0,"blue","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","yes","yes","","","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,"yes","yes","yes","yes"
"306",,"The Hood (Classic)","The Hood","Classic","The Hood",":hood:",3,5100,"Hood_P3","","damage","target","100","100","100","100","100","1186","Intimidation",9,"black","active","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","11.1111111111111","131.777777777778",,,,,,,,,,"yes","yes","","","yes","","","yes","","","","",,"",,"","","yes","","","","","",,"","","","",,"",,,,,,""
"307",,"The Hulk (Indestructible)","The Hulk","Indestructible","The Hulk",":hulk:",3,11475,"Hulk_P1","","damage","target","118","127","139","151","163","1199","Thunderous Clap",10,"green","active","11.8","12.7","13.9","15.1","16.3","119.9",,,,,,,,,,"yes","yes","","","yes","","","","yes","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"308",,"The Hulk (Indestructible)","The Hulk","Indestructible","The Hulk",":hulk:",3,11475,"Hulk_P2_min","(min)","damage","target","284","312","341","369","398","2920","Smash",14,"red","active","20.2857142857143","22.2857142857143","24.3571428571429","26.3571428571429","28.4285714285714","208.571428571429",,,,,,,,,,"yes","yes","yes","","yes","","","","","yes","","",,"","yes","","",,"","","","","",,"","","","",,"",,,,,,""
"309",,"The Hulk (Indestructible)","The Hulk","Indestructible","The Hulk",":hulk:",3,11475,"Hulk_P2_max","(max)","damage","target","664","792","921","1089","1358","9880","Smash",14,"red","active","47.4285714285714","56.5714285714286","65.7857142857143","77.7857142857143","97","705.714285714286",,,,,,,,,,"yes","yes","yes","","yes","","","","","yes","","",,"","yes","","",,"","","","","",,"","","","",,"",,,,,,""
"310",,"The Hulk (Indestructible)","The Hulk","Indestructible","The Hulk",":hulk:",3,11475,"Hulk_P3","","damage","team","0","0","0","0","39","174","Anger",0,"black","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,"yes",,"yes","yes","","yes","yes","yes","","","","","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"311",,"The Hulk (Indestructible)","The Hulk","Indestructible","The Hulk",":hulk:",3,11475,"Hulk_P3","","cd","tile","1","1","1","1","1","1","Anger",0,"black","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,"yes","yes",,"yes","yes","","yes","yes","","","","","","","","yes","",,"","",,"","","","","",,"yes",,"","",,"",,,,,,""
"312",,"The Punisher (Dark Reign)","The Punisher","Dark Reign","The Punisher",":punisher:",3,8670,"Punisher_P1a","","damage","team","59","59","89","89","89","783","Molotov Cocktail",7,"black","active","8.42857142857143","8.42857142857143","12.7142857142857","12.7142857142857","12.7142857142857","111.857142857143",,,,,,,,,,"yes","yes","","","yes","yes","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"313",,"The Punisher (Dark Reign)","The Punisher","Dark Reign","The Punisher",":punisher:",3,8670,"Punisher_P1b","","attack","tile","12","15","15","18","18","78","Molotov Cocktail",7,"black","active","1.71428571428571","2.14285714285714","2.14285714285714","2.57142857142857","2.57142857142857","11.1428571428571",,,,,,,,,,"no","yes","","","yes","","yes","","","","","",,"",,"","",,"","yes","","","",,"","","","",,"yes",,,,,,""
"314",,"The Punisher (Dark Reign)","The Punisher","Dark Reign","The Punisher",":punisher:",3,8670,"Punisher_P1c","","cd","tile","1","1","1","1","1","1","Molotov Cocktail",7,"black","active","0.142857142857143","0.142857142857143","0.142857142857143","0.142857142857143","0.142857142857143","0.142857142857143",,,,,,,"yes",,,"yes","yes","","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,,,,""
"315",,"The Punisher (Dark Reign)","The Punisher","Dark Reign","The Punisher",":punisher:",3,8670,"Punisher_P2","","strike","tile","12","14","28","34","51","366","Judgement",8,"green","active","1.5","1.75","3.5","4.25","6.375","45.75",,,,,,,,,,"yes","yes","","","yes","","","yes","","","","","yes","",,"","",,"yes","","","","",,"","","","",,"yes",,,,,,""
"316",,"The Punisher (Dark Reign)","The Punisher","Dark Reign","The Punisher",":punisher:",3,8670,"Punisher_P3","","damage","target","118","177","177","236","236","1482","Retribution",8,"red","active","14.75","22.125","22.125","29.5","29.5","185.25",,,,,,,,,,"yes","yes","","","yes","","","yes","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"317",,"Thor (Modern)","Thor","Modern","Thor",":thor:",3,10200,"Thor3_P1a","","damage","target","44","135","187","239","291","2132","Mjolnir's Might",8,"red","active","5.5","16.875","23.375","29.875","36.375","266.5","red","basic","yellow",,,,,,,"yes","yes","","","yes","","","yes","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"318",,"Thor (Modern)","Thor","Modern","Thor",":thor:",3,10200,"Thor3_P1b","","convert","tile","3","3","3","3","3","3","Mjolnir's Might",8,"red","active","0.375","0.375","0.375","0.375","0.375","0.375","red","basic","yellow",,,,,,,"","","","","yes","","","yes","","","","",,"",,"yes","",,"","","","","",,"","","","",,"",,,,,,""
"319",,"Thor (Modern)","Thor","Modern","Thor",":thor:",3,10200,"Thor3_P2a","","damage","target","154","200","246","293","339","2486","Thunder Strike",12,"yellow","active","12.8333333333333","16.6666666666667","20.5","24.4166666666667","28.25","207.166666666667","yellow","basic","green",,,,,,,"yes","yes","","","yes","","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"320",,"Thor (Modern)","Thor","Modern","Thor",":thor:",3,10200,"Thor3_P2b","","convert","tile","4","5","6","7","9","9","Thunder Strike",12,"yellow","active","0.333333333333333","0.416666666666667","0.5","0.583333333333333","0.75","0.75","yellow","basic","green",,,,,,,"","","","","yes","","","","","yes","","","yes","",,"yes","",,"","","","","",,"","","","",,"",,,,,,""
"321",,"Thor (Modern)","Thor","Modern","Thor",":thor:",3,10200,"Thor3_P3a","","damage","target","236","330","424","520","614","4518","Call The Storm",14,"green","active","16.8571428571429","23.5714285714286","30.2857142857143","37.1428571428571","43.8571428571429","322.714285714286",,,,,,,,,,"yes","yes","","","yes","","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"322",,"Thor (Modern)","Thor","Modern","Thor",":thor:",3,10200,"Thor3_P3b","","damage","team","118","165","212","260","307","2259","Call The Storm",14,"green","active","8.42857142857143","11.7857142857143","15.1428571428571","18.5714285714286","21.9285714285714","161.357142857143",,,,,,,,,,"yes","yes","","","yes","yes","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"323",,"Vision (Android Avenger)","Vision","Android Avenger","Vision",":vision:",3,9690,"Vision_P1","","cd","tile","1","1","1","1","1","1","Density: Heavy",5,"blue","active","0.2","0.2","0.2","0.2","0.2","0.2",,,,,,"1",,,,"no","","","","","","yes","","","","","",,"",,"","",,"","","","","",,"yes","","","",,"",,,,,,""
"324",,"Vision (Android Avenger)","Vision","Android Avenger","Vision",":vision:",3,9690,"Vision_P1","","increase_damage","self","88","106","123","158","229","723","Density: Heavy",5,"blue","active","17.6","21.2","24.6","31.6","45.8","144.6",,,,,,"1",,,,"no","","","","","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"325",,"Vision (Android Avenger)","Vision","Android Avenger","Vision",":vision:",3,9690,"Vision_P2a","","damage","target","184","267","351","519","854","2710","Attack Protocol",10,"red","active","18.4","26.7","35.1","51.9","85.4","271",,,,,,,,,,"yes","yes","","","yes","","","","yes","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"326",,"Vision (Android Avenger)","Vision","Android Avenger","Vision",":vision:",3,9690,"Vision_P2b","","damage","target","137","192","247","356","575","1827","Attack Protocol",10,"red","active","13.7","19.2","24.7","35.6","57.5","182.7",,,,,,"1",,,,"yes","yes","","","yes","","","","yes","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"327",,"Vision (Android Avenger)","Vision","Android Avenger","Vision",":vision:",3,9690,"Vision_P2c","","damage","team","274","329","384","493","712","2259","Attack Protocol",10,"red","active","27.4","32.9","38.4","49.3","71.2","225.9",,,,,,"1",,,,"yes","yes","","","yes","yes","","","yes","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"328",,"Vision (Android Avenger)","Vision","Android Avenger","Vision",":vision:",3,9690,"Vision_P3","","decrease_damage","self","88","106","123","158","229","723","Density:Light",5,"yellow","active","17.6","21.2","24.6","31.6","45.8","144.6",,,,,,"1",,,,"no","","","yes","","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"329",,"Wolverine (Patch)","Wolverine","Patch","Wolverine",":wolverine:",3,6800,"Wolverine3_P1","","damage","target","284","284","284","284","284","2087","Berserker Rage",9,"green","active","31.5555555555556","31.5555555555556","31.5555555555556","31.5555555555556","31.5555555555556","231.888888888889",,,,,,,,,,"yes","yes","","","yes","","","yes","","","","",,"","yes","","",,"","","","","",,"","","","",,"",,,,,,""
"330",,"Wolverine (Patch)","Wolverine","Patch","Wolverine",":wolverine:",3,6800,"Wolverine3_P2","","damage","target","NA","NA","NA","NA","NA","NA","Best There Is",14,"red","active","","","","","","",,,,,,,,,,"yes","yes","","","yes","","","","","yes","","",,"","yes","","",,"","","","","",,"","","","",,"",,,,,,""
"331",,"Wolverine (Patch)","Wolverine","Patch","Wolverine",":wolverine:",3,6800,"Wolverine3_P3","","heal","self","59","59","59","59","59","435","Healing Factor",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","yes","","","","","","","yes","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"332",,"Ares (Dark Avengers)","Ares","Dark Avengers","Ares",":ares:",2,5880,"Ares_P1","","damage","target","70","95","70","120","120","1150","Onslaught",5,"green","active","14","19","14","24","24","230",,,,,,,,,,"yes","yes","","","yes","","yes","","","","","",,"","yes","","",,"","","","","",,"","","","",,"",,,,,,""
"333",,"Ares (Dark Avengers)","Ares","Dark Avengers","Ares",":ares:",2,5880,"Ares_P2_min","(min)","damage","team","50","68","NA","NA","NA","757","Rampage",10,"red","active","5","6.8","","","","75.7",,,,,,,,,,"yes","yes","yes","","yes","yes","","","yes","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"334",,"Ares (Dark Avengers)","Ares","Dark Avengers","Ares",":ares:",2,5880,"Ares_P2_max","(max)","damage","team","100","135","NA","NA","NA","1513","Rampage",10,"red","active","10","13.5","","","","151.3",,,,,,,,,,"yes","yes","yes","","yes","yes","","","yes","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"335",,"Ares (Dark Avengers)","Ares","Dark Avengers","Ares",":ares:",2,5880,"Ares_P3","","damage","target","95","95","95","143","143","735","Sunder",10,"yellow","active","9.5","9.5","9.5","14.3","14.3","73.5",,,,,,,"yes",,,"yes","yes","","","yes","","","","yes","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"336",,"Ares (Dark Avengers)","Ares","Dark Avengers","Ares",":ares:",2,5880,"Ares_P3","","damage","target","285","428","428","428","428","2205","Sunder",10,"yellow","active","28.5","42.8","42.8","42.8","42.8","220.5",,,,,,,"yes",,,"yes","yes","","","yes","","","","yes","","","",,"","yes","","",,"","","","","",,"","yes","","",,"",,,,,,""
"337",,"Ares (Dark Avengers)","Ares","Dark Avengers","Ares",":ares:",2,5880,"Ares_P3","","heal","self","119","119","155","155","155","797","Sunder",10,"yellow","active","11.9","11.9","15.5","15.5","15.5","79.7",,,,,,,"yes",,,"yes","yes","","yes","yes","","","","yes","","yes","",,"","yes","","",,"","","","","",,"","yes","","",,"",,,,,,""
"338",,"Ares (Dark Avengers)","Ares","Dark Avengers","Ares",":ares:",2,5880,"Ares_P3","","cd","tile","1","1","1","1","1","1","Sunder",10,"yellow","active","0.1","0.1","0.1","0.1","0.1","0.1",,,,,,,"yes",,,"yes","yes","","","yes","","","","yes","","","",,"","yes","","",,"","","","","",,"yes","yes","","",,"",,,,,,""
"339",,"Ares (Dark Avengers)","Ares","Dark Avengers","Ares",":ares:",2,5880,"Ares_P3","","damage","target","50","50","50","75","75","735","Sunder",10,"yellow","active","5","5","5","7.5","7.5","73.5",,,,,,,"yes",,,"yes","yes","","","yes","","","","yes","","","",,"","yes","","",,"","","","","",,"","yes","","",,"",,,,,,""
"340",,"Black Widow (Original)","Black Widow","Original","Black Widow",":blackwidow:",2,3430,"BW2_P1","","AP","NA","NA","NA","NA","NA","NA","NA","Aggressive Recon",5,"purple","active","","","","","","",,,,,,,,,,"no","","","yes","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,"yes","yes","yes","yes"
"341",,"Black Widow (Original)","Black Widow","Original","Black Widow",":blackwidow:",2,3430,"BW2_P2","","heal","team","190","205","224","243","262","1352","Anti-Gravity Device",11,"blue","active","17.2727272727273","18.6363636363636","20.3636363636364","22.0909090909091","23.8181818181818","122.909090909091",,,,,,,,,,"no","","","yes","","","","","yes","yes","yes","",,"",,"","","yes","","","","","",,"","","","",,"",,,,,,""
"342",,"Black Widow (Original)","Black Widow","Original","Black Widow",":blackwidow:",2,3430,"BW2_P3","","damage","target","0","0","0","6","12","122","Espionage",0,"black","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","yes","yes","","","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,"yes","yes","yes","yes"
"343",,"Bullseye (Dark Avengers Hawkeye)","Bullseye","Dark Avengers Hawkeye","Bullseye",":bullseye:",2,4361,"Bullseye2_P1","","protect","tile","10","10","10","10","10","49","Adamantium Bones",0,"purple","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","yes","","","","","","","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"344",,"Bullseye (Dark Avengers Hawkeye)","Bullseye","Dark Avengers Hawkeye","Bullseye",":bullseye:",2,4361,"Bullseye2_P2","","add_critical","tile","1","1","1","1","2","2","Murderous Aim",16,"black","active","0.0625","0.0625","0.0625","0.0625","0.125","0.125",,,,,,,,,,"no","","","","yes","","","","","yes","","","yes","",,"","",,"","","","","yes",,"","","","",,"",,,,,,""
